line,point,temperature,humidity,pressure,longitude,latitude,elevation,time,sensors
40,4052,26,30,993.25,116.010785,28.37070316,5298,1704931998,/h2s:0.299/so2:1.744/ch4:605/cs2:576
40,4053,26,30,993.25,116.0109542,28.37068905,5312,1704932012,/h2s:0.243/so2:1.977/ch4:598/cs2:1665
40,4054,26,30,993.25,116.0110853,28.37068158,5326,1704932026,/h2s:0/so2:0.564/ch4:483/cs2:2880
40,4055,26,30,993.25,116.0112404,28.3706764,5340,1704932040,/h2s:0/so2:0.276/ch4:644/cs2:3748
40,4056,26,30,993.25,116.0114009,28.37069716,5354,1704932054,/h2s:0.131/so2:0.91/ch4:383/cs2:2789
40,4057,26,30,993.25,116.0115614,28.37065892,5368,1704932068,/h2s:0.124/so2:1.958/ch4:464/cs2:1116
40,4058,26,30,993.25,116.0116897,28.37067034,5382,1704932082,/h2s:0.398/so2:1.86/ch4:570/cs2:674
40,4059,26,30,993.25,116.0118315,28.3706652,5396,1704932096,/h2s:0.638/so2:1.253/ch4:498/cs2:1322
40,4060,26,30,993.25,116.0120107,28.37066466,5410,1704932110,/h2s:1.51/so2:3.982/ch4:492/cs2:1126
40,4061,26,30,993.25,116.0121712,28.37067363,5424,1704932124,/h2s:0/so2:0.229/ch4:382/cs2:1520
40,4062,26,30,993.25,116.0123584,28.37068723,5438,1704932138,/h2s:0.592/so2:4.196/ch4:352/cs2:2009
40,4063,26,30,993.25,116.0125724,28.37067715,5452,1704932152,/h2s:0.147/so2:1.218/ch4:476/cs2:1710
40,4064,26,30,993.25,116.0127703,28.37063173,5466,1704932166,/h2s:0.02/so2:0.498/ch4:322/cs2:1895
40,4065,26,30,993.25,116.0129816,28.37062874,5480,1704932180,/h2s:0.659/so2:3.978/ch4:361/cs2:1961
40,4066,26,30,993.25,116.0131741,28.37058098,5494,1704932194,/h2s:0.165/so2:0.833/ch4:316/cs2:1622
40,4067,26,30,993.25,116.0133908,28.37051662,5508,1704932208,/h2s:0.043/so2:0.471/ch4:433/cs2:1921
40,4068,26,30,993.25,116.0136208,28.37047819,5522,1704932222,/h2s:0.385/so2:1.853/ch4:492/cs2:1233
40,4069,26,30,993.25,116.0138615,28.37048692,5536,1704932236,/h2s:0.667/so2:1.397/ch4:618/cs2:1694
40,4070,26,30,993.25,116.0141022,28.37049092,5550,1704932250,/h2s:0.005/so2:0.607/ch4:515/cs2:1937
40,4071,26,30,993.25,116.0142413,28.37046692,5564,1704932264,/h2s:1.067/so2:4.251/ch4:667/cs2:910
40,4072,26,30,993.25,116.0144633,28.37048278,4505,1704932278,/h2s:0.248/so2:2.16/ch4:455/cs2:2502
40,4073,26,30,993.25,116.0145783,28.37046828,4519,1704932292,/h2s:0.685/so2:1.619/ch4:486/cs2:2636
40,4074,26,30,993.25,116.0147468,28.37047251,4533,1704932306,/h2s:0/so2:0.385/ch4:642/cs2:3305
40,4075,26,30,993.25,116.0149581,28.37047896,4547,1704932320,/h2s:1.561/so2:3.756/ch4:615/cs2:1634
40,4076,26,30,993.25,116.0150625,28.37047157,4561,1704932334,/h2s:0.038/so2:0.969/ch4:460/cs2:1107
40,4077,26,30,993.25,116.0152256,28.37047109,4575,1704932348,/h2s:0.636/so2:2.055/ch4:510/cs2:723
40,4078,26,30,993.25,116.0153995,28.37046823,4589,1704932362,/h2s:1.525/so2:4.258/ch4:484/cs2:1054
40,4079,26,30,993.25,116.0155198,28.37042304,4603,1704932376,/h2s:0.902/so2:2.69/ch4:364/cs2:1454
40,4080,26,30,993.25,116.0156643,28.37046745,4617,1704932390,/h2s:1.414/so2:3.807/ch4:477/cs2:1540
40,4081,26,30,993.25,116.01579,28.3704482,4631,1704932404,/h2s:0.224/so2:1.479/ch4:539/cs2:1989
40,4082,26,30,993.25,116.0159825,28.37045,4645,1704932418,/h2s:0.007/so2:0.354/ch4:548/cs2:1884
40,4083,26,30,993.25,116.0161377,28.37044482,4659,1704932432,/h2s:0.062/so2:0.354/ch4:518/cs2:920
40,4084,26,30,993.25,116.0162982,28.37043255,4673,1704932446,/h2s:1.168/so2:5.43/ch4:730/cs2:751
40,4085,26,30,993.25,116.0164399,28.3704463,4687,1704932460,/h2s:2.068/so2:4.173/ch4:478/cs2:3925
40,4086,26,30,993.25,116.0165897,28.37043171,4701,1704932474,/h2s:0/so2:0.218/ch4:499/cs2:2820
40,4087,26,30,993.25,116.0167475,28.37044304,4715,1704932488,/h2s:0.486/so2:2.312/ch4:350/cs2:2511
40,4088,26,30,993.25,116.0168866,28.3704332,4729,1704932502,/h2s:2.668/so2:8.167/ch4:445/cs2:1632
40,4089,26,30,993.25,116.0170524,28.37042327,4743,1704932516,/h2s:0.09/so2:1.276/ch4:545/cs2:616
40,4090,26,30,993.25,116.0172183,28.37042279,4757,1704932530,/h2s:0.548/so2:1.339/ch4:539/cs2:2303
40,4091,26,30,993.25,116.0175098,28.37042902,4785,1704932558,/h2s:0.072/so2:0.708/ch4:670/cs2:924
40,4092,26,30,993.25,116.0176462,28.3704475,4799,1704932572,/h2s:0.253/so2:0.595/ch4:588/cs2:1026
40,4093,26,30,993.25,116.0178201,28.37045644,4813,1704932586,/h2s:2.857/so2:5.568/ch4:471/cs2:1882
40,4094,26,30,993.25,116.0179699,28.37043713,4827,1704932600,/h2s:0.382/so2:1.674/ch4:329/cs2:1774
40,4095,26,30,993.25,116.0181411,28.37040359,4841,1704932614,/h2s:0.051/so2:0.809/ch4:372/cs2:1564
40,4096,26,30,993.25,116.0182962,28.37044326,4855,1704932628,/h2s:1.598/so2:4.418/ch4:503/cs2:1034
40,4097,26,30,993.25,116.0184219,28.37042165,4869,1704932642,/h2s:1.781/so2:3.059/ch4:653/cs2:1213
40,4098,26,30,993.25,116.0185904,28.37041409,4883,1704932656,/h2s:0.393/so2:1.977/ch4:537/cs2:1666
40,4099,26,30,993.25,116.0186948,28.37039019,4897,1704932670,/h2s:0.209/so2:2.039/ch4:646/cs2:573
40,4100,26,30,993.25,116.0189087,28.37039193,4911,1704932684,/h2s:0.8822/so2:3.098/ch4:570/cs2:1765
40,4101,26,30,993.25,116.0190345,28.37040336,4925,1704932698,/h2s:0.139/so2:0.712/ch4:490/cs2:4089
40,4102,26,30,993.25,116.019211,28.37042646,4939,1704932712,/h2s:0.02/so2:0.677/ch4:655/cs2:3479
40,4103,26,30,993.25,116.0193581,28.37040007,4953,1704932726,/h2s:0.493/so2:3.678/ch4:626/cs2:1532
40,4104,26,30,993.25,116.0196523,28.37041338,4967,1704932740,/h2s:0.773/so2:2.939/ch4:464/cs2:1214
40,4105,26,30,993.25,116.0194892,28.3704115,4981,1704932754,/h2s:0/so2:0.478/ch4:684/cs2:774
40,4106,26,30,993.25,116.0198048,28.37039171,4995,1704932768,/h2s:0.243/so2:1.1016/ch4:488/cs2:1345
40,4107,26,30,993.25,116.0199626,28.37039597,5009,1704932782,/h2s:0.868/so2:3.254/ch4:502/cs2:1735
40,4108,26,30,993.25,116.0200777,28.37036733,5023,1704932796,/h2s:1.38/so2:3.858/ch4:375/cs2:1386
40,4109,26,30,993.25,116.0202595,28.37039512,5037,1704932810,/h2s:0.659/so2:3.978/ch4:361/cs2:1961
40,4110,26,30,993.25,116.02042,28.37038522,5051,1704932824,/h2s:0.049/so2:0.333/ch4:485/cs2:1746
40,4111,26,30,993.25,116.0205779,28.3703305,5065,1704932838,/h2s:0.328/so2:1.646/ch4:327/cs2:1660
40,4112,26,30,993.25,116.020733,28.37039377,5079,1704932852,/h2s:0.822/so2:4.157/ch4:395/cs2:2534
40,4113,26,30,993.25,116.0208828,28.37038626,5093,1704932866,/h2s:0.139/so2:0.875/ch4:317/cs2:1731
40,4114,26,30,993.25,116.021046,28.37038344,5107,1704932880,/h2s:0.01/so2:0.463/ch4:519/cs2:1811
40,4115,26,30,993.25,116.0026786,28.37179859,5121,1704932894,/h2s:0.819/so2:3.694/ch4:339/cs2:1393
40,4116,26,30,993.25,116.0028316,28.37179461,5135,1704932908,/h2s:0.879/so2:1.884/ch4:669/cs2:2786
40,4117,26,30,993.25,116.0029503,28.37177514,5149,1704932922,/h2s:0.341/so2:1.385/ch4:510/cs2:2022
