line,point,temperature,humidity,pressure,longitude,latitude,elevation,time,sensors
40,4052,26,30,993.25,116.010785,28.37070316,5298,1704931998,/h2s:0.299/so2:1.744/ch4:605/cs2:576
40,4053,26,30,993.25,116.0109542,28.37068905,5312,1704932012,/h2s:0.243/so2:1.977/ch4:598/cs2:1665
40,4054,26,30,993.25,116.0110853,28.37068158,5326,1704932026,/h2s:0/so2:0.564/ch4:483/cs2:2880
40,4055,26,30,993.25,116.0112404,28.3706764,5340,1704932040,/h2s:0/so2:0.276/ch4:644/cs2:3748
40,4056,26,30,993.25,116.0114009,28.37069716,5354,1704932054,/h2s:0.131/so2:0.91/ch4:383/cs2:2789
40,4057,26,30,993.25,116.0115614,28.37065892,5368,1704932068,/h2s:0.124/so2:1.958/ch4:464/cs2:1116
40,4058,26,30,993.25,116.0116897,28.37067034,5382,1704932082,/h2s:0.398/so2:1.86/ch4:570/cs2:674
40,4059,26,30,993.25,116.0118315,28.3706652,5396,1704932096,/h2s:0.638/so2:1.253/ch4:498/cs2:1322
40,4060,26,30,993.25,116.0120107,28.37066466,5410,1704932110,/h2s:1.51/so2:3.982/ch4:492/cs2:1126
40,4061,26,30,993.25,116.0121712,28.37067363,5424,1704932124,/h2s:0/so2:0.229/ch4:382/cs2:1520
40,4062,26,30,993.25,116.0123584,28.37068723,5438,1704932138,/h2s:0.592/so2:4.196/ch4:352/cs2:2009
40,4063,26,30,993.25,116.0125724,28.37067715,5452,1704932152,/h2s:0.147/so2:1.218/ch4:476/cs2:1710
40,4064,26,30,993.25,116.0127703,28.37063173,5466,1704932166,/h2s:0.02/so2:0.498/ch4:322/cs2:1895
40,4065,26,30,993.25,116.0129816,28.37062874,5480,1704932180,/h2s:0.659/so2:3.978/ch4:361/cs2:1961
40,4066,26,30,993.25,116.0131741,28.37058098,5494,1704932194,/h2s:0.165/so2:0.833/ch4:316/cs2:1622
40,4067,26,30,993.25,116.0133908,28.37051662,5508,1704932208,/h2s:0.043/so2:0.471/ch4:433/cs2:1921
40,4068,26,30,993.25,116.0136208,28.37047819,5522,1704932222,/h2s:0.385/so2:1.853/ch4:492/cs2:1233
40,4069,26,30,993.25,116.0138615,28.37048692,5536,1704932236,/h2s:0.667/so2:1.397/ch4:618/cs2:1694
40,4070,26,30,993.25,116.0141022,28.37049092,5550,1704932250,/h2s:0.005/so2:0.607/ch4:515/cs2:1937
40,4071,26,30,993.25,116.0142413,28.37046692,5564,1704932264,/h2s:1.067/so2:4.251/ch4:667/cs2:910
40,4072,26,30,993.25,116.0144633,28.37048278,4505,1704932278,/h2s:0.248/so2:2.16/ch4:455/cs2:2502
40,4073,26,30,993.25,116.0145783,28.37046828,4519,1704932292,/h2s:0.685/so2:1.619/ch4:486/cs2:2636
40,4074,26,30,993.25,116.0147468,28.37047251,4533,1704932306,/h2s:0/so2:0.385/ch4:642/cs2:3305
40,4075,26,30,993.25,116.0149581,28.37047896,4547,1704932320,/h2s:1.561/so2:3.756/ch4:615/cs2:1634
40,4076,26,30,993.25,116.0150625,28.37047157,4561,1704932334,/h2s:0.038/so2:0.969/ch4:460/cs2:1107
40,4077,26,30,993.25,116.0152256,28.37047109,4575,1704932348,/h2s:0.636/so2:2.055/ch4:510/cs2:723
40,4078,26,30,993.25,116.0153995,28.37046823,4589,1704932362,/h2s:1.525/so2:4.258/ch4:484/cs2:1054
40,4079,26,30,993.25,116.0155198,28.37042304,4603,1704932376,/h2s:0.902/so2:2.69/ch4:364/cs2:1454
40,4080,26,30,993.25,116.0156643,28.37046745,4617,1704932390,/h2s:1.414/so2:3.807/ch4:477/cs2:1540
40,4081,26,30,993.25,116.01579,28.3704482,4631,1704932404,/h2s:0.224/so2:1.479/ch4:539/cs2:1989
40,4082,26,30,993.25,116.0159825,28.37045,4645,1704932418,/h2s:0.007/so2:0.354/ch4:548/cs2:1884
40,4083,26,30,993.25,116.0161377,28.37044482,4659,1704932432,/h2s:0.062/so2:0.354/ch4:518/cs2:920
40,4084,26,30,993.25,116.0162982,28.37043255,4673,1704932446,/h2s:1.168/so2:5.43/ch4:730/cs2:751
40,4085,26,30,993.25,116.0164399,28.3704463,4687,1704932460,/h2s:2.068/so2:4.173/ch4:478/cs2:3925
40,4086,26,30,993.25,116.0165897,28.37043171,4701,1704932474,/h2s:0/so2:0.218/ch4:499/cs2:2820
40,4087,26,30,993.25,116.0167475,28.37044304,4715,1704932488,/h2s:0.486/so2:2.312/ch4:350/cs2:2511
40,4088,26,30,993.25,116.0168866,28.3704332,4729,1704932502,/h2s:2.668/so2:8.167/ch4:445/cs2:1632
40,4089,26,30,993.25,116.0170524,28.37042327,4743,1704932516,/h2s:0.09/so2:1.276/ch4:545/cs2:616
40,4090,26,30,993.25,116.0172183,28.37042279,4757,1704932530,/h2s:0.548/so2:1.339/ch4:539/cs2:2303
40,4091,26,30,993.25,116.0175098,28.37042902,4785,1704932558,/h2s:0.072/so2:0.708/ch4:670/cs2:924
40,4092,26,30,993.25,116.0176462,28.3704475,4799,1704932572,/h2s:0.253/so2:0.595/ch4:588/cs2:1026
40,4093,26,30,993.25,116.0178201,28.37045644,4813,1704932586,/h2s:2.857/so2:5.568/ch4:471/cs2:1882
40,4094,26,30,993.25,116.0179699,28.37043713,4827,1704932600,/h2s:0.382/so2:1.674/ch4:329/cs2:1774
40,4095,26,30,993.25,116.0181411,28.37040359,4841,1704932614,/h2s:0.051/so2:0.809/ch4:372/cs2:1564
40,4096,26,30,993.25,116.0182962,28.37044326,4855,1704932628,/h2s:1.598/so2:4.418/ch4:503/cs2:1034
40,4097,26,30,993.25,116.0184219,28.37042165,4869,1704932642,/h2s:1.781/so2:3.059/ch4:653/cs2:1213
40,4098,26,30,993.25,116.0185904,28.37041409,4883,1704932656,/h2s:0.393/so2:1.977/ch4:537/cs2:1666
40,4099,26,30,993.25,116.0186948,28.37039019,4897,1704932670,/h2s:0.209/so2:2.039/ch4:646/cs2:573
40,4100,26,30,993.25,116.0189087,28.37039193,4911,1704932684,/h2s:0.8822/so2:3.098/ch4:570/cs2:1765
40,4101,26,30,993.25,116.0190345,28.37040336,4925,1704932698,/h2s:0.139/so2:0.712/ch4:490/cs2:4089
40,4102,26,30,993.25,116.019211,28.37042646,4939,1704932712,/h2s:0.02/so2:0.677/ch4:655/cs2:3479
40,4103,26,30,993.25,116.0193581,28.37040007,4953,1704932726,/h2s:0.493/so2:3.678/ch4:626/cs2:1532
40,4104,26,30,993.25,116.0196523,28.37041338,4967,1704932740,/h2s:0.773/so2:2.939/ch4:464/cs2:1214
40,4105,26,30,993.25,116.0194892,28.3704115,4981,1704932754,/h2s:0/so2:0.478/ch4:684/cs2:774
40,4106,26,30,993.25,116.0198048,28.37039171,4995,1704932768,/h2s:0.243/so2:1.1016/ch4:488/cs2:1345
40,4107,26,30,993.25,116.0199626,28.37039597,5009,1704932782,/h2s:0.868/so2:3.254/ch4:502/cs2:1735
40,4108,26,30,993.25,116.0200777,28.37036733,5023,1704932796,/h2s:1.38/so2:3.858/ch4:375/cs2:1386
40,4109,26,30,993.25,116.0202595,28.37039512,5037,1704932810,/h2s:0.659/so2:3.978/ch4:361/cs2:1961
40,4110,26,30,993.25,116.02042,28.37038522,5051,1704932824,/h2s:0.049/so2:0.333/ch4:485/cs2:1746
40,4111,26,30,993.25,116.0205779,28.3703305,5065,1704932838,/h2s:0.328/so2:1.646/ch4:327/cs2:1660
40,4112,26,30,993.25,116.020733,28.37039377,5079,1704932852,/h2s:0.822/so2:4.157/ch4:395/cs2:2534
40,4113,26,30,993.25,116.0208828,28.37038626,5093,1704932866,/h2s:0.139/so2:0.875/ch4:317/cs2:1731
40,4114,26,30,993.25,116.021046,28.37038344,5107,1704932880,/h2s:0.01/so2:0.463/ch4:519/cs2:1811
40,4115,26,30,993.25,116.0026786,28.37179859,5121,1704932894,/h2s:0.819/so2:3.694/ch4:339/cs2:1393
40,4116,26,30,993.25,116.0028316,28.37179461,5135,1704932908,/h2s:0.879/so2:1.884/ch4:669/cs2:2786
40,4117,26,30,993.25,116.0029503,28.37177514,5149,1704932922,/h2s:0.341/so2:1.385/ch4:510/cs2:2022
36,3601,26,30,993.25,116.0031032,28.37178695,5163,1704932936,/h2s:0.147/so2:1.526/ch4:634/cs2:750
36,3602,26,30,993.25,116.0032892,28.37177872,5177,1704932950,/h2s:2.086/so2:6.084/ch4:459/cs2:3321
36,3603,26,30,993.25,116.0034122,28.37181846,5191,1704932964,/h2s:0/so2:0.365/ch4:489/cs2:2261
36,3604,26,30,993.25,116.003554,28.37176848,5205,1704932978,/h2s:0.16/so2:0.848/ch4:369/cs2:3045
36,3605,26,30,993.25,116.0037412,28.37175848,5219,1704932992,/h2s:1.173/so2:5.855/ch4:615/cs2:1233
36,3606,26,30,993.25,116.0039123,28.37174852,5233,1704933006,/h2s:1.256/so2:5.641/ch4:469/cs2:1321
36,3607,26,30,993.25,116.0040407,28.37175521,5247,1704933020,/h2s:2.534/so2:5.722/ch4:662/cs2:729
36,3608,26,30,993.25,116.0042065,28.3717783,5261,1704933034,/h2s:1.481/so2:4.932/ch4:471/cs2:1458
36,3609,26,30,993.25,116.0043563,28.3717637,5275,1704933048,/h2s:0.279/so2:1.584/ch4:363/cs2:1353
36,3610,26,30,993.25,116.0045141,28.37176322,5289,1704933062,/h2s:1.613/so2:4.247/ch4:473/cs2:1134
36,3611,26,30,993.25,116.0046612,28.37173682,5303,1704933076,/h2s:0.356/so2:1.603/ch4:553/cs2:1737
36,3612,26,30,993.25,116.0048109,28.37173872,5317,1704933090,/h2s:1.678/so2:4.862/ch4:533/cs2:1686
36,3613,26,30,993.25,116.0049687,28.37171937,5331,1704933104,/h2s:0.292/so2:2.226/ch4:623/cs2:881
36,3614,26,30,993.25,116.0051346,28.37172123,5345,1704933118,/h2s:0.599/so2:2.398/ch4:583/cs2:1363
36,3615,26,30,993.25,116.0052763,28.37172315,5359,1704933132,/h2s:0.393/so2:1.818/ch4:468/cs2:3244
36,3616,26,30,993.25,116.0054207,28.37171328,5373,1704933146,/h2s:0/so2:0.171/ch4:492/cs2:2698
36,3617,26,30,993.25,116.0055919,28.37171512,5387,1704933160,/h2s:0.106/so2:0.852/ch4:343/cs2:2502
36,3618,26,30,993.25,116.005731,28.37169347,5401,1704933174,/h2s:0.592/so2:3.379/ch4:437/cs2:2031
36,3619,26,30,993.25,116.0058674,28.37169777,5415,1704933188,/h2s:0.1/so2:0.907/ch4:537/cs2:704
36,3620,26,30,993.25,116.0060492,28.37170666,5429,1704933202,/h2s:2.847/so2:4.379/ch4:500/cs2:1906
36,3621,26,30,993.25,116.0061669,28.37169686,5443,1704933216,/h2s:0.129/so2:0.404/ch4:561/cs2:2024
36,3622,26,30,993.25,116.0063488,28.37168687,5457,1704933230,/h2s:0.129/so2:0.942/ch4:655/cs2:1024
36,3623,26,30,993.25,116.0064958,28.37169351,5471,1704933244,/h2s:0.209/so2:0.369/ch4:510/cs2:5057
36,3624,26,30,993.25,116.0066496,28.37169659,5485,1704933258,/h2s:1.442/so2:5.338/ch4:469/cs2:1375
36,3625,26,30,993.25,116.0068034,28.37169966,5499,1704933272,/h2s:0.17/so2:1.214/ch4:325/cs2:2091
36,3626,26,30,993.25,116.0069398,28.37171341,5513,1704933286,/h2s:0.046/so2:0.852/ch4:438/cs2:1365
36,3627,26,30,993.25,116.007111,28.37165862,5527,1704933300,/h2s:1.396/so2:4.531/ch4:516/cs2:1033
36,3628,26,30,993.25,116.0072928,28.37166515,5541,1704933314,/h2s:0.915/so2:1.895/ch4:650/cs2:1653
36,3629,26,30,993.25,116.007448,28.3716694,5555,1704933328,/h2s:0.972/so2:2.985/ch4:522/cs2:1813
36,3630,26,30,993.25,116.0075737,28.37165251,5569,1704933342,/h2s:0.018/so2:1.335/ch4:749/cs2:595
36,3631,26,30,993.25,116.0077261,28.37166621,4878,1704933356,/h2s:0.791/so2:4.072/ch4:562/cs2:1469
36,3632,26,30,993.25,116.0078812,28.3716563,4892,1704933370,/h2s:0.398/so2:1.292/ch4:485/cs2:2688
36,3633,26,30,993.25,116.008039,28.37165111,4906,1704933384,/h2s:0.297/so2:1.234/ch4:645/cs2:3229
36,3634,26,30,993.25,116.0081701,28.37164835,4920,1704933398,/h2s:2.958/so2:10/ch4:591/cs2:1529
36,3635,26,30,993.25,116.0083386,28.37165728,4934,1704933412,/h2s:1.393/so2:4.496/ch4:473/cs2:1022
36,3636,26,30,993.25,116.0084883,28.37164504,4948,1704933426,/h2s:0.276/so2:1.436/ch4:519/cs2:3817
36,3637,26,30,993.25,116.0086381,28.37164695,4962,1704933440,/h2s:1.965/so2:5.06/ch4:481/cs2:1656
36,3638,26,30,993.25,116.0087692,28.37163004,4976,1704933454,/h2s:0.149/so2:1.016/ch4:509/cs2:1630
36,3639,26,30,993.25,116.0089162,28.37162015,4990,1704933468,/h2s:0.783/so2:4.78/ch4:361/cs2:1396
36,3640,26,30,993.25,116.0091035,28.37161252,5004,1704933482,/h2s:0.822/so2:4.157/ch4:395/cs2:2534
36,3641,26,30,993.25,116.0092773,28.37164267,5018,1704933496,/h2s:0.131/so2:0.58/ch4:431/cs2:2043
36,3642,26,30,993.25,116.009403,28.37162813,5032,1704933510,/h2s:0.974/so2:2.511/ch4:331/cs2:1859
36,3643,26,30,993.25,116.0095528,28.37160173,5046,1704933524,/h2s:0.842/so2:5.434/ch4:403/cs2:2816
36,3644,26,30,993.25,116.0097427,28.37160116,5060,1704933538,/h2s:0.02/so2:0.498/ch4:322/cs2:1895
36,3645,26,30,993.25,116.0098577,28.37160081,5074,1704933552,/h2s:1.238/so2:2.97/ch4:456/cs2:2846
36,3646,26,30,993.25,116.0100208,28.37161213,5088,1704933566,/h2s:1.003/so2:3.562/ch4:364/cs2:956
36,3647,26,30,993.25,116.0101492,28.37159994,5102,1704933580,/h2s:0.861/so2:2.81/ch4:659/cs2:3397
36,3648,26,30,993.25,116.0103418,28.37161352,5116,1704933594,/h2s:0/so2:0.295/ch4:528/cs2:2455
36,3649,26,30,993.25,116.0104808,28.37160839,5130,1704933608,/h2s:0.517/so2:3.122/ch4:620/cs2:752
36,3650,26,30,993.25,116.0106226,28.37159381,5144,1704933622,/h2s:1.261/so2:5.781/ch4:468/cs2:3223
36,3651,26,30,993.25,116.0107964,28.37158384,5158,1704933636,/h2s:0/so2:0.513/ch4:492/cs2:2463
36,3652,26,30,993.25,116.0110799,28.37157356,5172,1704933650,/h2s:0/so2:0.35/ch4:466/cs2:2342
36,3653,26,30,993.25,116.011227,28.37158257,5186,1704933664,/h2s:0.923/so2:4.99/ch4:626/cs2:1354
36,3654,26,30,993.25,116.0114036,28.3715608,5202,1704933680,/h2s:0.385/so2:2.164/ch4:540/cs2:1285
36,3655,26,30,993.25,116.0115828,28.37158386,5216,1704933694,/h2s:0.592/so2:2.686/ch4:532/cs2:1452
36,3656,26,30,993.25,116.0117058,28.37156226,5230,1704933708,/h2s:1.466/so2:5.006/ch4:485/cs2:1986
36,3657,26,30,993.25,116.0112404,28.3706764,5244,1704933722,/h2s:0.051/so2:0.809/ch4:372/cs2:1564
36,3658,26,30,993.25,116.0119946,28.3715614,5258,1704933736,/h2s:1.598/so2:4.418/ch4:503/cs2:1034
36,3659,26,30,993.25,116.0121605,28.37157034,5272,1704933750,/h2s:1.781/so2:3.059/ch4:653/cs2:1213
36,3660,26,30,993.25,115.9947148,28.38521385,5286,1704933764,/h2s:0.393/so2:1.977/ch4:537/cs2:1666
36,3661,26,30,993.25,115.9945543,28.38521433,5300,1704933778,/h2s:0.209/so2:2.039/ch4:646/cs2:573
36,3662,26,30,993.25,115.9944046,28.38520534,5314,1704933792,/h2s:0.8822/so2:3.098/ch4:570/cs2:1765
36,3663,26,30,993.25,115.9942468,28.38522941,5328,1704933806,/h2s:0.139/so2:0.712/ch4:490/cs2:4089
